Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%),Air Density (kg/m^3),Drag Force (N),Drag Accel (m/s^2),Heat Rate (W/m^2),Total Heat (J/m^2),Surface Temp (K)
111.20,257968.71,2709.87,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
111.30,258239.61,2708.96,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
111.40,258510.42,2708.05,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
111.50,258781.13,2707.15,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
111.60,259051.75,2706.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
111.70,259322.29,2705.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
111.80,259592.73,2704.43,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
111.90,259863.08,2703.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
112.00,260133.34,2702.61,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
112.10,260403.51,2701.71,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
112.20,260673.59,2700.80,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
112.30,260943.58,2699.89,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
112.40,261213.48,2698.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
112.50,261483.29,2698.08,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
112.60,261753.01,2697.18,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
112.70,262022.63,2696.27,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
112.80,262292.17,2695.36,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
112.90,262561.62,2694.46,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
113.00,262830.97,2693.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
113.10,263100.24,2692.65,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
113.20,263369.41,2691.74,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
113.30,263638.49,2690.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
113.40,263907.49,2689.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
113.50,264176.39,2689.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
113.60,264445.20,2688.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
113.70,264713.92,2687.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
113.80,264982.55,2686.31,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
113.90,265251.09,2685.40,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
114.00,265519.54,2684.50,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
114.10,265787.90,2683.59,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
114.20,266056.17,2682.69,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
114.30,266324.35,2681.78,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
114.40,266592.44,2680.88,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
114.50,266860.44,2679.97,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
114.60,267128.34,2679.07,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
114.70,267396.16,2678.16,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
114.80,267663.88,2677.26,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
114.90,267931.52,2676.36,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
115.00,268199.07,2675.45,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
115.10,268466.52,2674.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
115.20,268733.88,2673.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
115.30,269001.16,2672.74,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
115.40,269268.34,2671.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
115.50,269535.43,2670.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
115.60,269802.44,2670.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
115.70,270069.35,2669.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
115.80,270336.17,2668.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
115.90,270602.90,2667.32,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
116.00,270869.54,2666.41,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
116.10,271136.09,2665.51,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
116.20,271402.56,2664.60,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
116.30,271668.93,2663.70,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
116.40,271935.21,2662.80,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
116.50,272201.39,2661.89,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
116.60,272467.49,2660.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
116.70,272733.50,2660.09,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
116.80,272999.42,2659.19,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
116.90,273265.25,2658.28,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
117.00,273530.99,2657.38,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
117.10,273796.64,2656.48,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
117.20,274062.19,2655.57,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
117.30,274327.66,2654.67,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
117.40,274593.04,2653.77,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
117.50,274858.32,2652.87,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
117.60,275123.52,2651.96,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
117.70,275388.63,2651.06,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
117.80,275653.64,2650.16,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
117.90,275918.57,2649.26,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
118.00,276183.40,2648.35,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
118.10,276448.15,2647.45,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
118.20,276712.80,2646.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
118.30,276977.37,2645.65,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
118.40,277241.84,2644.75,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
118.50,277506.23,2643.85,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
118.60,277770.52,2642.94,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
118.70,278034.73,2642.04,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
118.80,278298.84,2641.14,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
118.90,278562.86,2640.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
119.00,278826.80,2639.34,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
119.10,279090.64,2638.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
119.20,279354.39,2637.53,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
119.30,279618.06,2636.63,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
119.40,279881.63,2635.73,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
119.50,280145.11,2634.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
119.60,280408.51,2633.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
119.70,280671.81,2633.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
119.80,280935.02,2632.13,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
119.90,281198.15,2631.23,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
120.00,281461.18,2630.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
120.10,281724.12,2629.43,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
120.20,281986.97,2628.53,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
120.30,282249.74,2627.62,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
120.40,282512.41,2626.72,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
120.50,282774.99,2625.82,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
120.60,283037.48,2624.92,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
120.70,283299.89,2624.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
120.80,283562.20,2623.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
120.90,283824.42,2622.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
121.00,284086.55,2621.32,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
121.10,284348.60,2620.42,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
121.20,284610.55,2619.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
121.30,284872.41,2618.62,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
121.40,285134.18,2617.72,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
121.50,285395.86,2616.82,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
121.60,285657.46,2615.92,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
121.70,285918.96,2615.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
121.80,286180.37,2614.13,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
121.90,286441.69,2613.23,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
122.00,286702.93,2612.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
122.10,286964.07,2611.43,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
122.20,287225.12,2610.53,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
122.30,287486.09,2609.63,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
122.40,287746.96,2608.73,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
122.50,288007.74,2607.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
122.60,288268.44,2606.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
122.70,288529.04,2606.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
122.80,288789.55,2605.14,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
122.90,289049.98,2604.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
123.00,289310.31,2603.34,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
123.10,289570.55,2602.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
123.20,289830.71,2601.54,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
123.30,290090.77,2600.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
123.40,290350.75,2599.74,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
123.50,290610.63,2598.85,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
123.60,290870.43,2597.95,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
123.70,291130.13,2597.05,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
123.80,291389.75,2596.15,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
123.90,291649.27,2595.25,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
124.00,291908.71,2594.36,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
124.10,292168.05,2593.46,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
124.20,292427.31,2592.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
124.30,292686.47,2591.66,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
124.40,292945.55,2590.76,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
124.50,293204.54,2589.87,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
124.60,293463.43,2588.97,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
124.70,293722.24,2588.07,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
124.80,293980.96,2587.17,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
124.90,294239.59,2586.28,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
125.00,294498.13,2585.38,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
125.10,294756.57,2584.48,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
125.20,295014.93,2583.59,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
125.30,295273.20,2582.69,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
125.40,295531.38,2581.79,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
125.50,295789.47,2580.90,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
125.60,296047.47,2580.00,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
125.70,296305.38,2579.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
125.80,296563.20,2578.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
125.90,296820.93,2577.31,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
126.00,297078.57,2576.41,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
126.10,297336.12,2575.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
126.20,297593.59,2574.62,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
126.30,297850.96,2573.72,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
126.40,298108.24,2572.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
126.50,298365.43,2571.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
126.60,298622.54,2571.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
126.70,298879.55,2570.14,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
126.80,299136.48,2569.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
126.90,299393.31,2568.35,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
127.00,299650.06,2567.45,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
127.10,299906.71,2566.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
127.20,300163.28,2565.66,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
127.30,300419.75,2564.76,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
127.40,300676.14,2563.87,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
127.50,300932.44,2562.97,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
127.60,301188.64,2562.08,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
127.70,301444.76,2561.18,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
127.80,301700.79,2560.29,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
127.90,301956.73,2559.39,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
128.00,302212.58,2558.50,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
128.10,302468.34,2557.60,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
128.20,302724.01,2556.71,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
128.30,302979.59,2555.81,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
128.40,303235.08,2554.92,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
128.50,303490.49,2554.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
128.60,303745.80,2553.13,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
128.70,304001.02,2552.23,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
128.80,304256.16,2551.34,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
128.90,304511.20,2550.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
129.00,304766.15,2549.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
129.10,305021.02,2548.65,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
129.20,305275.80,2547.76,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
129.30,305530.48,2546.87,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
129.40,305785.08,2545.97,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
129.50,306039.59,2545.08,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
129.60,306294.01,2544.18,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
129.70,306548.34,2543.29,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
129.80,306802.57,2542.40,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
129.90,307056.72,2541.50,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
130.00,307310.79,2540.61,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
130.10,307564.76,2539.71,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
130.20,307818.64,2538.82,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
130.30,308072.43,2537.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
130.40,308326.14,2537.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
130.50,308579.75,2536.14,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
130.60,308833.27,2535.25,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
130.70,309086.71,2534.35,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
130.80,309340.06,2533.46,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
130.90,309593.31,2532.57,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
131.00,309846.48,2531.67,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
131.10,310099.56,2530.78,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
131.20,310352.55,2529.89,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
131.30,310605.45,2529.00,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
131.40,310858.26,2528.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
131.50,311110.98,2527.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
131.60,311363.61,2526.32,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
131.70,311616.15,2525.42,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
131.80,311868.60,2524.53,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
131.90,312120.97,2523.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
132.00,312373.24,2522.75,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
132.10,312625.43,2521.85,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
132.20,312877.52,2520.96,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
132.30,313129.53,2520.07,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
132.40,313381.45,2519.18,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
132.50,313633.28,2518.29,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
132.60,313885.02,2517.39,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
132.70,314136.67,2516.50,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
132.80,314388.23,2515.61,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
132.90,314639.70,2514.72,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
133.00,314891.08,2513.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
133.10,315142.38,2512.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
133.20,315393.58,2512.04,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
133.30,315644.70,2511.15,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
133.40,315895.72,2510.26,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
133.50,316146.66,2509.37,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
133.60,316397.51,2508.48,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
133.70,316648.26,2507.59,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
133.80,316898.93,2506.69,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
133.90,317149.51,2505.80,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
134.00,317400.01,2504.91,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
134.10,317650.41,2504.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
134.20,317900.72,2503.13,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
134.30,318150.94,2502.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
134.40,318401.08,2501.35,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
134.50,318651.13,2500.46,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
134.60,318901.08,2499.57,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
134.70,319150.95,2498.68,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
134.80,319400.73,2497.79,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
134.90,319650.42,2496.90,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
135.00,319900.02,2496.01,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
135.10,320149.53,2495.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
135.20,320398.95,2494.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
135.30,320648.29,2493.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
135.40,320897.53,2492.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
135.50,321146.69,2491.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
135.60,321395.75,2490.66,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
135.70,321644.73,2489.77,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
135.80,321893.62,2488.88,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
135.90,322142.42,2487.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
136.00,322391.13,2487.11,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
136.10,322639.75,2486.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
136.20,322888.28,2485.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
136.30,323136.73,2484.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
136.40,323385.08,2483.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
136.50,323633.35,2482.66,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
136.60,323881.52,2481.77,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
136.70,324129.61,2480.88,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
136.80,324377.61,2479.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
136.90,324625.52,2479.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
137.00,324873.34,2478.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
137.10,325121.07,2477.32,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
137.20,325368.72,2476.43,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
137.30,325616.27,2475.54,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
137.40,325863.74,2474.66,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
137.50,326111.11,2473.77,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
137.60,326358.40,2472.88,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
137.70,326605.60,2471.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
137.80,326852.71,2471.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
137.90,327099.73,2470.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
138.00,327346.66,2469.32,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
138.10,327593.51,2468.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
138.20,327840.26,2467.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
138.30,328086.93,2466.66,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
138.40,328333.51,2465.77,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
138.50,328579.99,2464.88,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
138.60,328826.39,2463.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
138.70,329072.70,2463.11,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
138.80,329318.93,2462.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
138.90,329565.06,2461.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
139.00,329811.10,2460.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
139.10,330057.06,2459.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
139.20,330302.93,2458.67,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
139.30,330548.70,2457.78,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
139.40,330794.39,2456.89,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
139.50,331039.99,2456.01,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
139.60,331285.51,2455.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
139.70,331530.93,2454.23,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
139.80,331776.26,2453.34,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
139.90,332021.51,2452.46,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
140.00,332266.67,2451.57,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
