Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%),Air Density (kg/m^3),Drag Force (N),Drag Accel (m/s^2)
146.60,290414.69,1947.67,10000.00,0.00,0.00,0.00,0.00
146.70,290609.37,1946.77,10000.00,0.00,0.00,0.00,0.00
146.80,290803.96,1945.87,10000.00,0.00,0.00,0.00,0.00
146.90,290998.46,1944.97,10000.00,0.00,0.00,0.00,0.00
147.00,291192.86,1944.08,10000.00,0.00,0.00,0.00,0.00
147.10,291387.18,1943.18,10000.00,0.00,0.00,0.00,0.00
147.20,291581.41,1942.28,10000.00,0.00,0.00,0.00,0.00
147.30,291775.55,1941.38,10000.00,0.00,0.00,0.00,0.00
147.40,291969.60,1940.48,10000.00,0.00,0.00,0.00,0.00
147.50,292163.55,1939.59,10000.00,0.00,0.00,0.00,0.00
147.60,292357.42,1938.69,10000.00,0.00,0.00,0.00,0.00
147.70,292551.20,1937.79,10000.00,0.00,0.00,0.00,0.00
147.80,292744.89,1936.89,10000.00,0.00,0.00,0.00,0.00
147.90,292938.49,1936.00,10000.00,0.00,0.00,0.00,0.00
148.00,293132.00,1935.10,10000.00,0.00,0.00,0.00,0.00
148.10,293325.42,1934.20,10000.00,0.00,0.00,0.00,0.00
148.20,293518.75,1933.30,10000.00,0.00,0.00,0.00,0.00
148.30,293711.99,1932.41,10000.00,0.00,0.00,0.00,0.00
148.40,293905.14,1931.51,10000.00,0.00,0.00,0.00,0.00
148.50,294098.20,1930.61,10000.00,0.00,0.00,0.00,0.00
148.60,294291.17,1929.71,10000.00,0.00,0.00,0.00,0.00
148.70,294484.06,1928.82,10000.00,0.00,0.00,0.00,0.00
148.80,294676.85,1927.92,10000.00,0.00,0.00,0.00,0.00
148.90,294869.55,1927.02,10000.00,0.00,0.00,0.00,0.00
149.00,295062.16,1926.12,10000.00,0.00,0.00,0.00,0.00
149.10,295254.69,1925.23,10000.00,0.00,0.00,0.00,0.00
149.20,295447.12,1924.33,10000.00,0.00,0.00,0.00,0.00
149.30,295639.46,1923.43,10000.00,0.00,0.00,0.00,0.00
149.40,295831.72,1922.54,10000.00,0.00,0.00,0.00,0.00
149.50,296023.88,1921.64,10000.00,0.00,0.00,0.00,0.00
149.60,296215.95,1920.74,10000.00,0.00,0.00,0.00,0.00
149.70,296407.94,1919.85,10000.00,0.00,0.00,0.00,0.00
149.80,296599.83,1918.95,10000.00,0.00,0.00,0.00,0.00
149.90,296791.64,1918.05,10000.00,0.00,0.00,0.00,0.00
150.00,296983.35,1917.16,10000.00,0.00,0.00,0.00,0.00
150.10,297174.98,1916.26,10000.00,0.00,0.00,0.00,0.00
150.20,297366.52,1915.36,10000.00,0.00,0.00,0.00,0.00
150.30,297557.96,1914.47,10000.00,0.00,0.00,0.00,0.00
150.40,297749.32,1913.57,10000.00,0.00,0.00,0.00,0.00
150.50,297940.59,1912.68,10000.00,0.00,0.00,0.00,0.00
150.60,298131.77,1911.78,10000.00,0.00,0.00,0.00,0.00
150.70,298322.85,1910.88,10000.00,0.00,0.00,0.00,0.00
150.80,298513.85,1909.99,10000.00,0.00,0.00,0.00,0.00
150.90,298704.76,1909.09,10000.00,0.00,0.00,0.00,0.00
151.00,298895.58,1908.19,10000.00,0.00,0.00,0.00,0.00
151.10,299086.31,1907.30,10000.00,0.00,0.00,0.00,0.00
151.20,299276.95,1906.40,10000.00,0.00,0.00,0.00,0.00
151.30,299467.50,1905.51,10000.00,0.00,0.00,0.00,0.00
151.40,299657.96,1904.61,10000.00,0.00,0.00,0.00,0.00
151.50,299848.34,1903.72,10000.00,0.00,0.00,0.00,0.00
151.60,300038.62,1902.82,10000.00,0.00,0.00,0.00,0.00
151.70,300228.81,1901.92,10000.00,0.00,0.00,0.00,0.00
151.80,300418.91,1901.03,10000.00,0.00,0.00,0.00,0.00
151.90,300608.93,1900.13,10000.00,0.00,0.00,0.00,0.00
152.00,300798.85,1899.24,10000.00,0.00,0.00,0.00,0.00
152.10,300988.68,1898.34,10000.00,0.00,0.00,0.00,0.00
152.20,301178.43,1897.45,10000.00,0.00,0.00,0.00,0.00
152.30,301368.08,1896.55,10000.00,0.00,0.00,0.00,0.00
152.40,301557.65,1895.66,10000.00,0.00,0.00,0.00,0.00
152.50,301747.13,1894.76,10000.00,0.00,0.00,0.00,0.00
152.60,301936.51,1893.87,10000.00,0.00,0.00,0.00,0.00
152.70,302125.81,1892.97,10000.00,0.00,0.00,0.00,0.00
152.80,302315.02,1892.08,10000.00,0.00,0.00,0.00,0.00
152.90,302504.13,1891.18,10000.00,0.00,0.00,0.00,0.00
153.00,302693.16,1890.29,10000.00,0.00,0.00,0.00,0.00
153.10,302882.10,1889.39,10000.00,0.00,0.00,0.00,0.00
153.20,303070.95,1888.50,10000.00,0.00,0.00,0.00,0.00
153.30,303259.71,1887.60,10000.00,0.00,0.00,0.00,0.00
153.40,303448.38,1886.71,10000.00,0.00,0.00,0.00,0.00
153.50,303636.96,1885.81,10000.00,0.00,0.00,0.00,0.00
153.60,303825.46,1884.92,10000.00,0.00,0.00,0.00,0.00
153.70,304013.86,1884.02,10000.00,0.00,0.00,0.00,0.00
153.80,304202.17,1883.13,10000.00,0.00,0.00,0.00,0.00
153.90,304390.39,1882.23,10000.00,0.00,0.00,0.00,0.00
154.00,304578.53,1881.34,10000.00,0.00,0.00,0.00,0.00
154.10,304766.57,1880.44,10000.00,0.00,0.00,0.00,0.00
154.20,304954.53,1879.55,10000.00,0.00,0.00,0.00,0.00
154.30,305142.39,1878.66,10000.00,0.00,0.00,0.00,0.00
154.40,305330.17,1877.76,10000.00,0.00,0.00,0.00,0.00
154.50,305517.85,1876.87,10000.00,0.00,0.00,0.00,0.00
154.60,305705.45,1875.97,10000.00,0.00,0.00,0.00,0.00
154.70,305892.96,1875.08,10000.00,0.00,0.00,0.00,0.00
154.80,306080.38,1874.18,10000.00,0.00,0.00,0.00,0.00
154.90,306267.71,1873.29,10000.00,0.00,0.00,0.00,0.00
155.00,306454.95,1872.40,10000.00,0.00,0.00,0.00,0.00
155.10,306642.10,1871.50,10000.00,0.00,0.00,0.00,0.00
155.20,306829.16,1870.61,10000.00,0.00,0.00,0.00,0.00
155.30,307016.13,1869.71,10000.00,0.00,0.00,0.00,0.00
155.40,307203.01,1868.82,10000.00,0.00,0.00,0.00,0.00
155.50,307389.80,1867.93,10000.00,0.00,0.00,0.00,0.00
155.60,307576.51,1867.03,10000.00,0.00,0.00,0.00,0.00
155.70,307763.12,1866.14,10000.00,0.00,0.00,0.00,0.00
155.80,307949.65,1865.25,10000.00,0.00,0.00,0.00,0.00
155.90,308136.08,1864.35,10000.00,0.00,0.00,0.00,0.00
156.00,308322.43,1863.46,10000.00,0.00,0.00,0.00,0.00
156.10,308508.68,1862.57,10000.00,0.00,0.00,0.00,0.00
156.20,308694.85,1861.67,10000.00,0.00,0.00,0.00,0.00
156.30,308880.93,1860.78,10000.00,0.00,0.00,0.00,0.00
156.40,309066.92,1859.89,10000.00,0.00,0.00,0.00,0.00
156.50,309252.82,1858.99,10000.00,0.00,0.00,0.00,0.00
156.60,309438.63,1858.10,10000.00,0.00,0.00,0.00,0.00
156.70,309624.35,1857.21,10000.00,0.00,0.00,0.00,0.00
156.80,309809.98,1856.31,10000.00,0.00,0.00,0.00,0.00
156.90,309995.52,1855.42,10000.00,0.00,0.00,0.00,0.00
157.00,310180.97,1854.53,10000.00,0.00,0.00,0.00,0.00
157.10,310366.34,1853.63,10000.00,0.00,0.00,0.00,0.00
157.20,310551.61,1852.74,10000.00,0.00,0.00,0.00,0.00
157.30,310736.80,1851.85,10000.00,0.00,0.00,0.00,0.00
157.40,310921.89,1850.96,10000.00,0.00,0.00,0.00,0.00
157.50,311106.90,1850.06,10000.00,0.00,0.00,0.00,0.00
157.60,311291.81,1849.17,10000.00,0.00,0.00,0.00,0.00
157.70,311476.64,1848.28,10000.00,0.00,0.00,0.00,0.00
157.80,311661.38,1847.38,10000.00,0.00,0.00,0.00,0.00
157.90,311846.03,1846.49,10000.00,0.00,0.00,0.00,0.00
158.00,312030.59,1845.60,10000.00,0.00,0.00,0.00,0.00
158.10,312215.06,1844.71,10000.00,0.00,0.00,0.00,0.00
158.20,312399.44,1843.82,10000.00,0.00,0.00,0.00,0.00
158.30,312583.73,1842.92,10000.00,0.00,0.00,0.00,0.00
158.40,312767.94,1842.03,10000.00,0.00,0.00,0.00,0.00
158.50,312952.05,1841.14,10000.00,0.00,0.00,0.00,0.00
158.60,313136.08,1840.25,10000.00,0.00,0.00,0.00,0.00
158.70,313320.01,1839.35,10000.00,0.00,0.00,0.00,0.00
158.80,313503.86,1838.46,10000.00,0.00,0.00,0.00,0.00
158.90,313687.61,1837.57,10000.00,0.00,0.00,0.00,0.00
159.00,313871.28,1836.68,10000.00,0.00,0.00,0.00,0.00
159.10,314054.86,1835.79,10000.00,0.00,0.00,0.00,0.00
159.20,314238.35,1834.89,10000.00,0.00,0.00,0.00,0.00
159.30,314421.75,1834.00,10000.00,0.00,0.00,0.00,0.00
159.40,314605.06,1833.11,10000.00,0.00,0.00,0.00,0.00
159.50,314788.28,1832.22,10000.00,0.00,0.00,0.00,0.00
159.60,314971.42,1831.33,10000.00,0.00,0.00,0.00,0.00
159.70,315154.46,1830.44,10000.00,0.00,0.00,0.00,0.00
159.80,315337.41,1829.54,10000.00,0.00,0.00,0.00,0.00
159.90,315520.28,1828.65,10000.00,0.00,0.00,0.00,0.00
160.00,315703.06,1827.76,10000.00,0.00,0.00,0.00,0.00
160.10,315885.74,1826.87,10000.00,0.00,0.00,0.00,0.00
160.20,316068.34,1825.98,10000.00,0.00,0.00,0.00,0.00
160.30,316250.85,1825.09,10000.00,0.00,0.00,0.00,0.00
160.40,316433.27,1824.19,10000.00,0.00,0.00,0.00,0.00
160.50,316615.60,1823.30,10000.00,0.00,0.00,0.00,0.00
160.60,316797.84,1822.41,10000.00,0.00,0.00,0.00,0.00
160.70,316979.99,1821.52,10000.00,0.00,0.00,0.00,0.00
160.80,317162.05,1820.63,10000.00,0.00,0.00,0.00,0.00
160.90,317344.03,1819.74,10000.00,0.00,0.00,0.00,0.00
161.00,317525.91,1818.85,10000.00,0.00,0.00,0.00,0.00
161.10,317707.71,1817.96,10000.00,0.00,0.00,0.00,0.00
161.20,317889.42,1817.07,10000.00,0.00,0.00,0.00,0.00
161.30,318071.03,1816.18,10000.00,0.00,0.00,0.00,0.00
161.40,318252.56,1815.28,10000.00,0.00,0.00,0.00,0.00
161.50,318434.00,1814.39,10000.00,0.00,0.00,0.00,0.00
161.60,318615.35,1813.50,10000.00,0.00,0.00,0.00,0.00
161.70,318796.61,1812.61,10000.00,0.00,0.00,0.00,0.00
161.80,318977.78,1811.72,10000.00,0.00,0.00,0.00,0.00
161.90,319158.87,1810.83,10000.00,0.00,0.00,0.00,0.00
162.00,319339.86,1809.94,10000.00,0.00,0.00,0.00,0.00
162.10,319520.77,1809.05,10000.00,0.00,0.00,0.00,0.00
162.20,319701.58,1808.16,10000.00,0.00,0.00,0.00,0.00
162.30,319882.31,1807.27,10000.00,0.00,0.00,0.00,0.00
162.40,320062.95,1806.38,10000.00,0.00,0.00,0.00,0.00
162.50,320243.50,1805.49,10000.00,0.00,0.00,0.00,0.00
162.60,320423.96,1804.60,10000.00,0.00,0.00,0.00,0.00
162.70,320604.33,1803.71,10000.00,0.00,0.00,0.00,0.00
162.80,320784.61,1802.82,10000.00,0.00,0.00,0.00,0.00
162.90,320964.80,1801.93,10000.00,0.00,0.00,0.00,0.00
163.00,321144.91,1801.04,10000.00,0.00,0.00,0.00,0.00
163.10,321324.92,1800.15,10000.00,0.00,0.00,0.00,0.00
163.20,321504.85,1799.26,10000.00,0.00,0.00,0.00,0.00
163.30,321684.68,1798.37,10000.00,0.00,0.00,0.00,0.00
163.40,321864.43,1797.48,10000.00,0.00,0.00,0.00,0.00
163.50,322044.09,1796.59,10000.00,0.00,0.00,0.00,0.00
163.60,322223.66,1795.70,10000.00,0.00,0.00,0.00,0.00
163.70,322403.14,1794.81,10000.00,0.00,0.00,0.00,0.00
163.80,322582.53,1793.92,10000.00,0.00,0.00,0.00,0.00
163.90,322761.83,1793.03,10000.00,0.00,0.00,0.00,0.00
164.00,322941.05,1792.14,10000.00,0.00,0.00,0.00,0.00
164.10,323120.17,1791.25,10000.00,0.00,0.00,0.00,0.00
164.20,323299.21,1790.36,10000.00,0.00,0.00,0.00,0.00
164.30,323478.16,1789.47,10000.00,0.00,0.00,0.00,0.00
164.40,323657.02,1788.58,10000.00,0.00,0.00,0.00,0.00
164.50,323835.78,1787.69,10000.00,0.00,0.00,0.00,0.00
164.60,324014.46,1786.80,10000.00,0.00,0.00,0.00,0.00
164.70,324193.06,1785.91,10000.00,0.00,0.00,0.00,0.00
164.80,324371.56,1785.02,10000.00,0.00,0.00,0.00,0.00
164.90,324549.97,1784.14,10000.00,0.00,0.00,0.00,0.00
165.00,324728.30,1783.25,10000.00,0.00,0.00,0.00,0.00
165.10,324906.53,1782.36,10000.00,0.00,0.00,0.00,0.00
165.20,325084.68,1781.47,10000.00,0.00,0.00,0.00,0.00
165.30,325262.74,1780.58,10000.00,0.00,0.00,0.00,0.00
165.40,325440.71,1779.69,10000.00,0.00,0.00,0.00,0.00
165.50,325618.59,1778.80,10000.00,0.00,0.00,0.00,0.00
165.60,325796.38,1777.91,10000.00,0.00,0.00,0.00,0.00
165.70,325974.08,1777.02,10000.00,0.00,0.00,0.00,0.00
165.80,326151.69,1776.14,10000.00,0.00,0.00,0.00,0.00
165.90,326329.22,1775.25,10000.00,0.00,0.00,0.00,0.00
166.00,326506.65,1774.36,10000.00,0.00,0.00,0.00,0.00
166.10,326684.00,1773.47,10000.00,0.00,0.00,0.00,0.00
166.20,326861.26,1772.58,10000.00,0.00,0.00,0.00,0.00
166.30,327038.43,1771.69,10000.00,0.00,0.00,0.00,0.00
166.40,327215.51,1770.80,10000.00,0.00,0.00,0.00,0.00
166.50,327392.50,1769.92,10000.00,0.00,0.00,0.00,0.00
166.60,327569.40,1769.03,10000.00,0.00,0.00,0.00,0.00
166.70,327746.22,1768.14,10000.00,0.00,0.00,0.00,0.00
166.80,327922.94,1767.25,10000.00,0.00,0.00,0.00,0.00
166.90,328099.58,1766.36,10000.00,0.00,0.00,0.00,0.00
167.00,328276.13,1765.47,10000.00,0.00,0.00,0.00,0.00
167.10,328452.58,1764.59,10000.00,0.00,0.00,0.00,0.00
167.20,328628.95,1763.70,10000.00,0.00,0.00,0.00,0.00
167.30,328805.24,1762.81,10000.00,0.00,0.00,0.00,0.00
167.40,328981.43,1761.92,10000.00,0.00,0.00,0.00,0.00
167.50,329157.53,1761.03,10000.00,0.00,0.00,0.00,0.00
167.60,329333.55,1760.15,10000.00,0.00,0.00,0.00,0.00
167.70,329509.47,1759.26,10000.00,0.00,0.00,0.00,0.00
167.80,329685.31,1758.37,10000.00,0.00,0.00,0.00,0.00
167.90,329861.06,1757.48,10000.00,0.00,0.00,0.00,0.00
168.00,330036.72,1756.60,10000.00,0.00,0.00,0.00,0.00
168.10,330212.29,1755.71,10000.00,0.00,0.00,0.00,0.00
168.20,330387.77,1754.82,10000.00,0.00,0.00,0.00,0.00
168.30,330563.16,1753.93,10000.00,0.00,0.00,0.00,0.00
168.40,330738.47,1753.05,10000.00,0.00,0.00,0.00,0.00
168.50,330913.68,1752.16,10000.00,0.00,0.00,0.00,0.00
168.60,331088.81,1751.27,10000.00,0.00,0.00,0.00,0.00
168.70,331263.85,1750.38,10000.00,0.00,0.00,0.00,0.00
168.80,331438.80,1749.50,10000.00,0.00,0.00,0.00,0.00
168.90,331613.66,1748.61,10000.00,0.00,0.00,0.00,0.00
169.00,331788.43,1747.72,10000.00,0.00,0.00,0.00,0.00
169.10,331963.11,1746.83,10000.00,0.00,0.00,0.00,0.00
169.20,332137.71,1745.95,10000.00,0.00,0.00,0.00,0.00
169.30,332312.21,1745.06,10000.00,0.00,0.00,0.00,0.00
169.40,332486.63,1744.17,10000.00,0.00,0.00,0.00,0.00
169.50,332660.96,1743.29,10000.00,0.00,0.00,0.00,0.00
169.60,332835.20,1742.40,10000.00,0.00,0.00,0.00,0.00
169.70,333009.35,1741.51,10000.00,0.00,0.00,0.00,0.00
169.80,333183.41,1740.62,10000.00,0.00,0.00,0.00,0.00
169.90,333357.39,1739.74,10000.00,0.00,0.00,0.00,0.00
170.00,333531.27,1738.85,10000.00,0.00,0.00,0.00,0.00
170.10,333705.07,1737.96,10000.00,0.00,0.00,0.00,0.00
170.20,333878.78,1737.08,10000.00,0.00,0.00,0.00,0.00
170.30,334052.40,1736.19,10000.00,0.00,0.00,0.00,0.00
170.40,334225.93,1735.30,10000.00,0.00,0.00,0.00,0.00
170.50,334399.37,1734.42,10000.00,0.00,0.00,0.00,0.00
170.60,334572.72,1733.53,10000.00,0.00,0.00,0.00,0.00
170.70,334745.99,1732.65,10000.00,0.00,0.00,0.00,0.00
170.80,334919.16,1731.76,10000.00,0.00,0.00,0.00,0.00
170.90,335092.25,1730.87,10000.00,0.00,0.00,0.00,0.00
171.00,335265.25,1729.99,10000.00,0.00,0.00,0.00,0.00
171.10,335438.16,1729.10,10000.00,0.00,0.00,0.00,0.00
171.20,335610.98,1728.21,10000.00,0.00,0.00,0.00,0.00
171.30,335783.71,1727.33,10000.00,0.00,0.00,0.00,0.00
171.40,335956.36,1726.44,10000.00,0.00,0.00,0.00,0.00
171.50,336128.91,1725.56,10000.00,0.00,0.00,0.00,0.00
171.60,336301.38,1724.67,10000.00,0.00,0.00,0.00,0.00
171.70,336473.76,1723.78,10000.00,0.00,0.00,0.00,0.00
171.80,336646.05,1722.90,10000.00,0.00,0.00,0.00,0.00
171.90,336818.25,1722.01,10000.00,0.00,0.00,0.00,0.00
172.00,336990.36,1721.13,10000.00,0.00,0.00,0.00,0.00
172.10,337162.38,1720.24,10000.00,0.00,0.00,0.00,0.00
172.20,337334.32,1719.35,10000.00,0.00,0.00,0.00,0.00
172.30,337506.17,1718.47,10000.00,0.00,0.00,0.00,0.00
172.40,337677.92,1717.58,10000.00,0.00,0.00,0.00,0.00
172.50,337849.59,1716.70,10000.00,0.00,0.00,0.00,0.00
172.60,338021.18,1715.81,10000.00,0.00,0.00,0.00,0.00
172.70,338192.67,1714.93,10000.00,0.00,0.00,0.00,0.00
172.80,338364.07,1714.04,10000.00,0.00,0.00,0.00,0.00
172.90,338535.39,1713.15,10000.00,0.00,0.00,0.00,0.00
173.00,338706.61,1712.27,10000.00,0.00,0.00,0.00,0.00
173.10,338877.75,1711.38,10000.00,0.00,0.00,0.00,0.00
173.20,339048.80,1710.50,10000.00,0.00,0.00,0.00,0.00
173.30,339219.76,1709.61,10000.00,0.00,0.00,0.00,0.00
173.40,339390.64,1708.73,10000.00,0.00,0.00,0.00,0.00
173.50,339561.42,1707.84,10000.00,0.00,0.00,0.00,0.00
173.60,339732.12,1706.96,10000.00,0.00,0.00,0.00,0.00
173.70,339902.72,1706.07,10000.00,0.00,0.00,0.00,0.00
173.80,340073.24,1705.19,10000.00,0.00,0.00,0.00,0.00
173.90,340243.67,1704.30,10000.00,0.00,0.00,0.00,0.00
174.00,340414.02,1703.42,10000.00,0.00,0.00,0.00,0.00
174.10,340584.27,1702.53,10000.00,0.00,0.00,0.00,0.00
174.20,340754.43,1701.65,10000.00,0.00,0.00,0.00,0.00
174.30,340924.51,1700.76,10000.00,0.00,0.00,0.00,0.00
174.40,341094.50,1699.88,10000.00,0.00,0.00,0.00,0.00
174.50,341264.40,1698.99,10000.00,0.00,0.00,0.00,0.00
174.60,341434.21,1698.11,10000.00,0.00,0.00,0.00,0.00
174.70,341603.93,1697.22,10000.00,0.00,0.00,0.00,0.00
174.80,341773.56,1696.34,10000.00,0.00,0.00,0.00,0.00
174.90,341943.11,1695.46,10000.00,0.00,0.00,0.00,0.00
175.00,342112.57,1694.57,10000.00,0.00,0.00,0.00,0.00
175.10,342281.94,1693.69,10000.00,0.00,0.00,0.00,0.00
175.20,342451.22,1692.80,10000.00,0.00,0.00,0.00,0.00
175.30,342620.41,1691.92,10000.00,0.00,0.00,0.00,0.00
175.40,342789.51,1691.03,10000.00,0.00,0.00,0.00,0.00
175.50,342958.53,1690.15,10000.00,0.00,0.00,0.00,0.00
175.60,343127.45,1689.26,10000.00,0.00,0.00,0.00,0.00
175.70,343296.29,1688.38,10000.00,0.00,0.00,0.00,0.00
175.80,343465.04,1687.50,10000.00,0.00,0.00,0.00,0.00
175.90,343633.70,1686.61,10000.00,0.00,0.00,0.00,0.00
176.00,343802.27,1685.73,10000.00,0.00,0.00,0.00,0.00
176.10,343970.76,1684.84,10000.00,0.00,0.00,0.00,0.00
176.20,344139.15,1683.96,10000.00,0.00,0.00,0.00,0.00
176.30,344307.46,1683.08,10000.00,0.00,0.00,0.00,0.00
176.40,344475.68,1682.19,10000.00,0.00,0.00,0.00,0.00
176.50,344643.81,1681.31,10000.00,0.00,0.00,0.00,0.00
176.60,344811.85,1680.42,10000.00,0.00,0.00,0.00,0.00
176.70,344979.81,1679.54,10000.00,0.00,0.00,0.00,0.00
176.80,345147.67,1678.66,10000.00,0.00,0.00,0.00,0.00
176.90,345315.45,1677.77,10000.00,0.00,0.00,0.00,0.00
177.00,345483.14,1676.89,10000.00,0.00,0.00,0.00,0.00
177.10,345650.74,1676.01,10000.00,0.00,0.00,0.00,0.00
